feature_count,feature_name,selected_outer_folds,selection_frequency
8,right_edge_residual,0,0
8,grid_dark_r1_c1,1,0.0769230769230769
8,grid_dark_r1_c2,0,0
8,grid_dark_r1_c3,0,0
8,grid_dark_r1_c4,0,0
8,grid_dark_r1_c5,13,1
8,grid_dark_r2_c1,0,0
8,grid_dark_r2_c2,0,0
8,grid_dark_r2_c3,0,0
8,grid_dark_r2_c4,0,0
8,grid_dark_r2_c5,0,0
8,grid_dark_r3_c1,13,1
8,grid_dark_r3_c2,0,0
8,grid_dark_r3_c3,0,0
8,grid_dark_r3_c4,0,0
8,grid_dark_r3_c5,0,0
8,grid_dark_r4_c1,0,0
8,grid_dark_r4_c2,0,0
8,grid_dark_r4_c3,0,0
8,grid_dark_r4_c4,0,0
8,grid_dark_r4_c5,0,0
8,rate_dark_all,0,0
8,rate_dark_left,0,0
8,rate_dark_center,0,0
8,rate_dark_right,0,0
8,rate_dark_bottom_half,0,0
8,rate_bottom_white_run_mean,0,0
8,rate_bottom_edge_slope,0,0
8,rate_white_centroid_x,0,0
12,dark_all,0,0
12,dark_left,0,0
12,dark_center,0,0
12,dark_right,0,0
12,dark_top_half,0,0
12,dark_bottom_half,0,0
12,dark_left_edge,13,1
12,dark_right_edge,4,0.307692307692308
12,row_dark_min,0,0
12,row_dark_max,11,0.846153846153846
12,row_dark_std,0,0
12,column_dark_min,0,0
12,column_dark_max,0,0
12,column_dark_std,1,0.0769230769230769
12,center_row_dark_min,0,0
12,center_row_dark_max,0,0
12,center_row_dark_std,0,0
12,center_column_dark_min,13,1
12,center_column_dark_max,0,0
12,center_column_dark_std,6,0.461538461538462
12,white_left_border_mean,0,0
12,white_left_border_max,0,0
12,white_right_border_mean,0,0
12,white_right_border_max,0,0
12,white_top_border_mean,0,0
12,white_top_border_max,0,0
12,white_bottom_border_mean,0,0
12,white_bottom_border_max,0,0
12,internal_white_mean,0,0
12,internal_white_max,0,0
12,row_transition_mean,0,0
12,row_transition_max,0,0
12,longest_white_run_mean,0,0
12,longest_white_run_max,0,0
12,vertical_white_columns_75,0,0
12,horizontal_white_rows_75,0,0
12,dark_bbox_width,0,0
12,dark_bbox_height,0,0
12,white_centroid_x,0,0
12,white_centroid_y,9,0.692307692307692
12,white_cov_xx,13,1
12,white_cov_yy,0,0
12,white_cov_xy,0,0
12,bottom4_dark_left,0,0
12,bottom4_dark_center,0,0
12,bottom4_dark_right,0,0
12,bottom_white_run_mean,0,0
12,bottom_white_run_max,0,0
12,bottom_white_run_std,0,0
12,bottom_edge_valid_percent,0,0
12,bottom_edge_slope,0,0
12,bottom_edge_residual,0,0
12,left_edge_valid_percent,13,1
12,left_edge_slope,11,0.846153846153846
12,left_edge_residual,10,0.769230769230769
12,right_edge_valid_percent,13,1
12,right_edge_slope,0,0
12,right_edge_residual,0,0
12,grid_dark_r1_c1,11,0.846153846153846
12,grid_dark_r1_c2,0,0
12,grid_dark_r1_c3,0,0
12,grid_dark_r1_c4,0,0
12,grid_dark_r1_c5,13,1
12,grid_dark_r2_c1,0,0
12,grid_dark_r2_c2,0,0
12,grid_dark_r2_c3,0,0
12,grid_dark_r2_c4,0,0
12,grid_dark_r2_c5,0,0
12,grid_dark_r3_c1,13,1
12,grid_dark_r3_c2,1,0.0769230769230769
12,grid_dark_r3_c3,0,0
12,grid_dark_r3_c4,0,0
12,grid_dark_r3_c5,0,0
12,grid_dark_r4_c1,1,0.0769230769230769
12,grid_dark_r4_c2,0,0
12,grid_dark_r4_c3,0,0
12,grid_dark_r4_c4,0,0
12,grid_dark_r4_c5,0,0
12,rate_dark_all,0,0
12,rate_dark_left,0,0
12,rate_dark_center,0,0
12,rate_dark_right,0,0
12,rate_dark_bottom_half,0,0
12,rate_bottom_white_run_mean,0,0
12,rate_bottom_edge_slope,0,0
12,rate_white_centroid_x,0,0
16,dark_all,0,0
16,dark_left,8,0.615384615384615
16,dark_center,0,0
16,dark_right,0,0
16,dark_top_half,0,0
16,dark_bottom_half,0,0
16,dark_left_edge,13,1
16,dark_right_edge,13,1
16,row_dark_min,0,0
16,row_dark_max,13,1
16,row_dark_std,0,0
16,column_dark_min,0,0
16,column_dark_max,0,0
16,column_dark_std,5,0.384615384615385
16,center_row_dark_min,0,0
16,center_row_dark_max,0,0
16,center_row_dark_std,0,0
16,center_column_dark_min,13,1
16,center_column_dark_max,0,0
16,center_column_dark_std,13,1
16,white_left_border_mean,0,0
16,white_left_border_max,0,0
16,white_right_border_mean,0,0
16,white_right_border_max,0,0
16,white_top_border_mean,0,0
16,white_top_border_max,0,0
16,white_bottom_border_mean,0,0
16,white_bottom_border_max,0,0
16,internal_white_mean,0,0
16,internal_white_max,0,0
16,row_transition_mean,0,0
16,row_transition_max,0,0
16,longest_white_run_mean,0,0
16,longest_white_run_max,0,0
16,vertical_white_columns_75,0,0
16,horizontal_white_rows_75,0,0
16,dark_bbox_width,0,0
16,dark_bbox_height,0,0
16,white_centroid_x,0,0
16,white_centroid_y,12,0.923076923076923
16,white_cov_xx,13,1
16,white_cov_yy,0,0
16,white_cov_xy,0,0
16,bottom4_dark_left,0,0
16,bottom4_dark_center,0,0
16,bottom4_dark_right,0,0
16,bottom_white_run_mean,0,0
16,bottom_white_run_max,0,0
16,bottom_white_run_std,0,0
16,bottom_edge_valid_percent,0,0
16,bottom_edge_slope,0,0
16,bottom_edge_residual,2,0.153846153846154
16,left_edge_valid_percent,13,1
16,left_edge_slope,12,0.923076923076923
16,left_edge_residual,11,0.846153846153846
16,right_edge_valid_percent,13,1
16,right_edge_slope,0,0
16,right_edge_residual,0,0
16,grid_dark_r1_c1,13,1
16,grid_dark_r1_c2,0,0
16,grid_dark_r1_c3,0,0
16,grid_dark_r1_c4,1,0.0769230769230769
16,grid_dark_r1_c5,13,1
16,grid_dark_r2_c1,1,0.0769230769230769
16,grid_dark_r2_c2,0,0
16,grid_dark_r2_c3,1,0.0769230769230769
16,grid_dark_r2_c4,0,0
16,grid_dark_r2_c5,1,0.0769230769230769
16,grid_dark_r3_c1,13,1
16,grid_dark_r3_c2,10,0.769230769230769
16,grid_dark_r3_c3,0,0
16,grid_dark_r3_c4,0,0
16,grid_dark_r3_c5,0,0
16,grid_dark_r4_c1,1,0.0769230769230769
16,grid_dark_r4_c2,0,0
16,grid_dark_r4_c3,0,0
16,grid_dark_r4_c4,0,0
16,grid_dark_r4_c5,0,0
16,rate_dark_all,0,0
16,rate_dark_left,0,0
16,rate_dark_center,0,0
16,rate_dark_right,0,0
16,rate_dark_bottom_half,0,0
16,rate_bottom_white_run_mean,0,0
16,rate_bottom_edge_slope,0,0
16,rate_white_centroid_x,0,0
24,dark_all,12,0.923076923076923
24,dark_left,13,1
24,dark_center,0,0
24,dark_right,8,0.615384615384615
24,dark_top_half,1,0.0769230769230769
24,dark_bottom_half,12,0.923076923076923
24,dark_left_edge,13,1
24,dark_right_edge,13,1
24,row_dark_min,0,0
24,row_dark_max,13,1
24,row_dark_std,0,0
24,column_dark_min,2,0.153846153846154
24,column_dark_max,0,0
24,column_dark_std,12,0.923076923076923
24,center_row_dark_min,0,0
24,center_row_dark_max,4,0.307692307692308
24,center_row_dark_std,0,0
24,center_column_dark_min,13,1
24,center_column_dark_max,0,0
24,center_column_dark_std,13,1
24,white_left_border_mean,0,0
24,white_left_border_max,0,0
24,white_right_border_mean,0,0
24,white_right_border_max,11,0.846153846153846
24,white_top_border_mean,2,0.153846153846154
24,white_top_border_max,0,0
24,white_bottom_border_mean,0,0
24,white_bottom_border_max,0,0
24,internal_white_mean,0,0
24,internal_white_max,0,0
24,row_transition_mean,0,0
24,row_transition_max,1,0.0769230769230769
24,longest_white_run_mean,13,1
24,longest_white_run_max,0,0
24,vertical_white_columns_75,0,0
24,horizontal_white_rows_75,0,0
24,dark_bbox_width,0,0
24,dark_bbox_height,0,0
24,white_centroid_x,0,0
24,white_centroid_y,12,0.923076923076923
24,white_cov_xx,13,1
24,white_cov_yy,0,0
24,white_cov_xy,0,0
24,bottom4_dark_left,2,0.153846153846154
24,bottom4_dark_center,0,0
24,bottom4_dark_right,0,0
24,bottom_white_run_mean,0,0
24,bottom_white_run_max,0,0
24,bottom_white_run_std,1,0.0769230769230769
24,bottom_edge_valid_percent,0,0
24,bottom_edge_slope,0,0
24,bottom_edge_residual,2,0.153846153846154
24,left_edge_valid_percent,13,1
24,left_edge_slope,12,0.923076923076923
24,left_edge_residual,13,1
24,right_edge_valid_percent,13,1
24,right_edge_slope,0,0
24,right_edge_residual,0,0
24,grid_dark_r1_c1,13,1
24,grid_dark_r1_c2,0,0
24,grid_dark_r1_c3,0,0
24,grid_dark_r1_c4,1,0.0769230769230769
24,grid_dark_r1_c5,13,1
24,grid_dark_r2_c1,1,0.0769230769230769
24,grid_dark_r2_c2,0,0
24,grid_dark_r2_c3,10,0.769230769230769
24,grid_dark_r2_c4,1,0.0769230769230769
24,grid_dark_r2_c5,1,0.0769230769230769
24,grid_dark_r3_c1,13,1
24,grid_dark_r3_c2,11,0.846153846153846
24,grid_dark_r3_c3,0,0
24,grid_dark_r3_c4,0,0
24,grid_dark_r3_c5,0,0
24,grid_dark_r4_c1,10,0.769230769230769
24,grid_dark_r4_c2,0,0
24,grid_dark_r4_c3,0,0
24,grid_dark_r4_c4,0,0
24,grid_dark_r4_c5,0,0
24,rate_dark_all,0,0
24,rate_dark_left,0,0
24,rate_dark_center,0,0
24,rate_dark_right,0,0
24,rate_dark_bottom_half,0,0
24,rate_bottom_white_run_mean,0,0
24,rate_bottom_edge_slope,0,0
24,rate_white_centroid_x,1,0.0769230769230769
32,dark_all,13,1
32,dark_left,13,1
32,dark_center,0,0
32,dark_right,13,1
32,dark_top_half,13,1
32,dark_bottom_half,12,0.923076923076923
32,dark_left_edge,13,1
32,dark_right_edge,13,1
32,row_dark_min,0,0
32,row_dark_max,13,1
32,row_dark_std,0,0
32,column_dark_min,5,0.384615384615385
32,column_dark_max,0,0
32,column_dark_std,13,1
32,center_row_dark_min,0,0
32,center_row_dark_max,11,0.846153846153846
32,center_row_dark_std,0,0
32,center_column_dark_min,13,1
32,center_column_dark_max,0,0
32,center_column_dark_std,13,1
32,white_left_border_mean,0,0
32,white_left_border_max,0,0
32,white_right_border_mean,4,0.307692307692308
32,white_right_border_max,12,0.923076923076923
32,white_top_border_mean,13,1
32,white_top_border_max,0,0
32,white_bottom_border_mean,1,0.0769230769230769
32,white_bottom_border_max,1,0.0769230769230769
32,internal_white_mean,0,0
32,internal_white_max,0,0
32,row_transition_mean,0,0
32,row_transition_max,3,0.230769230769231
32,longest_white_run_mean,13,1
32,longest_white_run_max,1,0.0769230769230769
32,vertical_white_columns_75,0,0
32,horizontal_white_rows_75,0,0
32,dark_bbox_width,1,0.0769230769230769
32,dark_bbox_height,0,0
32,white_centroid_x,7,0.538461538461538
32,white_centroid_y,13,1
32,white_cov_xx,13,1
32,white_cov_yy,9,0.692307692307692
32,white_cov_xy,1,0.0769230769230769
32,bottom4_dark_left,8,0.615384615384615
32,bottom4_dark_center,0,0
32,bottom4_dark_right,1,0.0769230769230769
32,bottom_white_run_mean,1,0.0769230769230769
32,bottom_white_run_max,0,0
32,bottom_white_run_std,1,0.0769230769230769
32,bottom_edge_valid_percent,0,0
32,bottom_edge_slope,0,0
32,bottom_edge_residual,10,0.769230769230769
32,left_edge_valid_percent,13,1
32,left_edge_slope,12,0.923076923076923
32,left_edge_residual,13,1
32,right_edge_valid_percent,13,1
32,right_edge_slope,0,0
32,right_edge_residual,0,0
32,grid_dark_r1_c1,13,1
32,grid_dark_r1_c2,0,0
32,grid_dark_r1_c3,0,0
32,grid_dark_r1_c4,3,0.230769230769231
32,grid_dark_r1_c5,13,1
32,grid_dark_r2_c1,1,0.0769230769230769
32,grid_dark_r2_c2,0,0
32,grid_dark_r2_c3,12,0.923076923076923
32,grid_dark_r2_c4,9,0.692307692307692
32,grid_dark_r2_c5,1,0.0769230769230769
32,grid_dark_r3_c1,13,1
32,grid_dark_r3_c2,13,1
32,grid_dark_r3_c3,0,0
32,grid_dark_r3_c4,0,0
32,grid_dark_r3_c5,0,0
32,grid_dark_r4_c1,12,0.923076923076923
32,grid_dark_r4_c2,0,0
32,grid_dark_r4_c3,0,0
32,grid_dark_r4_c4,1,0.0769230769230769
32,grid_dark_r4_c5,1,0.0769230769230769
32,rate_dark_all,0,0
32,rate_dark_left,0,0
32,rate_dark_center,0,0
32,rate_dark_right,1,0.0769230769230769
32,rate_dark_bottom_half,0,0
32,rate_bottom_white_run_mean,0,0
32,rate_bottom_edge_slope,0,0
32,rate_white_centroid_x,1,0.0769230769230769
48,dark_all,13,1
48,dark_left,13,1
48,dark_center,0,0
48,dark_right,13,1
48,dark_top_half,13,1
48,dark_bottom_half,13,1
48,dark_left_edge,13,1
48,dark_right_edge,13,1
48,row_dark_min,1,0.0769230769230769
48,row_dark_max,13,1
48,row_dark_std,0,0
48,column_dark_min,11,0.846153846153846
48,column_dark_max,0,0
48,column_dark_std,13,1
48,center_row_dark_min,1,0.0769230769230769
48,center_row_dark_max,12,0.923076923076923
48,center_row_dark_std,1,0.0769230769230769
48,center_column_dark_min,13,1
48,center_column_dark_max,0,0
48,center_column_dark_std,13,1
48,white_left_border_mean,1,0.0769230769230769
48,white_left_border_max,11,0.846153846153846
48,white_right_border_mean,13,1
48,white_right_border_max,13,1
48,white_top_border_mean,13,1
48,white_top_border_max,2,0.153846153846154
48,white_bottom_border_mean,13,1
48,white_bottom_border_max,1,0.0769230769230769
48,internal_white_mean,0,0
48,internal_white_max,0,0
48,row_transition_mean,1,0.0769230769230769
48,row_transition_max,12,0.923076923076923
48,longest_white_run_mean,13,1
48,longest_white_run_max,11,0.846153846153846
48,vertical_white_columns_75,5,0.384615384615385
48,horizontal_white_rows_75,0,0
48,dark_bbox_width,1,0.0769230769230769
48,dark_bbox_height,0,0
48,white_centroid_x,12,0.923076923076923
48,white_centroid_y,13,1
48,white_cov_xx,13,1
48,white_cov_yy,12,0.923076923076923
48,white_cov_xy,2,0.153846153846154
48,bottom4_dark_left,12,0.923076923076923
48,bottom4_dark_center,0,0
48,bottom4_dark_right,12,0.923076923076923
48,bottom_white_run_mean,13,1
48,bottom_white_run_max,1,0.0769230769230769
48,bottom_white_run_std,12,0.923076923076923
48,bottom_edge_valid_percent,10,0.769230769230769
48,bottom_edge_slope,1,0.0769230769230769
48,bottom_edge_residual,12,0.923076923076923
48,left_edge_valid_percent,13,1
48,left_edge_slope,13,1
48,left_edge_residual,13,1
48,right_edge_valid_percent,13,1
48,right_edge_slope,0,0
48,right_edge_residual,0,0
48,grid_dark_r1_c1,13,1
48,grid_dark_r1_c2,0,0
48,grid_dark_r1_c3,8,0.615384615384615
48,grid_dark_r1_c4,12,0.923076923076923
48,grid_dark_r1_c5,13,1
48,grid_dark_r2_c1,1,0.0769230769230769
48,grid_dark_r2_c2,0,0
48,grid_dark_r2_c3,12,0.923076923076923
48,grid_dark_r2_c4,13,1
48,grid_dark_r2_c5,11,0.846153846153846
48,grid_dark_r3_c1,13,1
48,grid_dark_r3_c2,13,1
48,grid_dark_r3_c3,1,0.0769230769230769
48,grid_dark_r3_c4,9,0.692307692307692
48,grid_dark_r3_c5,5,0.384615384615385
48,grid_dark_r4_c1,12,0.923076923076923
48,grid_dark_r4_c2,1,0.0769230769230769
48,grid_dark_r4_c3,0,0
48,grid_dark_r4_c4,1,0.0769230769230769
48,grid_dark_r4_c5,13,1
48,rate_dark_all,1,0.0769230769230769
48,rate_dark_left,0,0
48,rate_dark_center,0,0
48,rate_dark_right,3,0.230769230769231
48,rate_dark_bottom_half,0,0
48,rate_bottom_white_run_mean,12,0.923076923076923
48,rate_bottom_edge_slope,0,0
48,rate_white_centroid_x,1,0.0769230769230769
64,dark_all,13,1
64,dark_left,13,1
64,dark_center,13,1
64,dark_right,13,1
64,dark_top_half,13,1
64,dark_bottom_half,13,1
64,dark_left_edge,13,1
64,dark_right_edge,13,1
64,row_dark_min,12,0.923076923076923
64,row_dark_max,13,1
64,row_dark_std,4,0.307692307692308
64,column_dark_min,12,0.923076923076923
64,column_dark_max,0,0
64,column_dark_std,13,1
64,center_row_dark_min,1,0.0769230769230769
64,center_row_dark_max,13,1
64,center_row_dark_std,12,0.923076923076923
64,center_column_dark_min,13,1
64,center_column_dark_max,13,1
64,center_column_dark_std,13,1
64,white_left_border_mean,12,0.923076923076923
64,white_left_border_max,13,1
64,white_right_border_mean,13,1
64,white_right_border_max,13,1
64,white_top_border_mean,13,1
64,white_top_border_max,10,0.769230769230769
64,white_bottom_border_mean,13,1
64,white_bottom_border_max,2,0.153846153846154
64,internal_white_mean,12,0.923076923076923
64,internal_white_max,1,0.0769230769230769
64,row_transition_mean,3,0.230769230769231
64,row_transition_max,12,0.923076923076923
64,longest_white_run_mean,13,1
64,longest_white_run_max,13,1
64,vertical_white_columns_75,13,1
64,horizontal_white_rows_75,0,0
64,dark_bbox_width,6,0.461538461538462
64,dark_bbox_height,0,0
64,white_centroid_x,13,1
64,white_centroid_y,13,1
64,white_cov_xx,13,1
64,white_cov_yy,12,0.923076923076923
64,white_cov_xy,2,0.153846153846154
64,bottom4_dark_left,12,0.923076923076923
64,bottom4_dark_center,1,0.0769230769230769
64,bottom4_dark_right,13,1
64,bottom_white_run_mean,13,1
64,bottom_white_run_max,1,0.0769230769230769
64,bottom_white_run_std,13,1
64,bottom_edge_valid_percent,13,1
64,bottom_edge_slope,1,0.0769230769230769
64,bottom_edge_residual,13,1
64,left_edge_valid_percent,13,1
64,left_edge_slope,13,1
64,left_edge_residual,13,1
64,right_edge_valid_percent,13,1
64,right_edge_slope,0,0
64,right_edge_residual,2,0.153846153846154
64,grid_dark_r1_c1,13,1
64,grid_dark_r1_c2,2,0.153846153846154
64,grid_dark_r1_c3,11,0.846153846153846
64,grid_dark_r1_c4,13,1
64,grid_dark_r1_c5,13,1
64,grid_dark_r2_c1,11,0.846153846153846
64,grid_dark_r2_c2,1,0.0769230769230769
64,grid_dark_r2_c3,12,0.923076923076923
64,grid_dark_r2_c4,13,1
64,grid_dark_r2_c5,13,1
64,grid_dark_r3_c1,13,1
64,grid_dark_r3_c2,13,1
64,grid_dark_r3_c3,7,0.538461538461538
64,grid_dark_r3_c4,13,1
64,grid_dark_r3_c5,13,1
64,grid_dark_r4_c1,13,1
64,grid_dark_r4_c2,8,0.615384615384615
64,grid_dark_r4_c3,2,0.153846153846154
64,grid_dark_r4_c4,11,0.846153846153846
64,grid_dark_r4_c5,13,1
64,rate_dark_all,12,0.923076923076923
64,rate_dark_left,1,0.0769230769230769
64,rate_dark_center,6,0.461538461538462
64,rate_dark_right,13,1
64,rate_dark_bottom_half,0,0
64,rate_bottom_white_run_mean,13,1
64,rate_bottom_edge_slope,0,0
64,rate_white_centroid_x,7,0.538461538461538
86,dark_all,13,1
86,dark_left,13,1
86,dark_center,13,1
86,dark_right,13,1
86,dark_top_half,13,1
86,dark_bottom_half,13,1
86,dark_left_edge,13,1
86,dark_right_edge,13,1
86,row_dark_min,13,1
86,row_dark_max,13,1
86,row_dark_std,13,1
86,column_dark_min,13,1
86,column_dark_max,13,1
86,column_dark_std,13,1
86,center_row_dark_min,13,1
86,center_row_dark_max,13,1
86,center_row_dark_std,13,1
86,center_column_dark_min,13,1
86,center_column_dark_max,13,1
86,center_column_dark_std,13,1
86,white_left_border_mean,13,1
86,white_left_border_max,13,1
86,white_right_border_mean,13,1
86,white_right_border_max,13,1
86,white_top_border_mean,13,1
86,white_top_border_max,13,1
86,white_bottom_border_mean,13,1
86,white_bottom_border_max,13,1
86,internal_white_mean,13,1
86,internal_white_max,13,1
86,row_transition_mean,13,1
86,row_transition_max,13,1
86,longest_white_run_mean,13,1
86,longest_white_run_max,13,1
86,vertical_white_columns_75,13,1
86,horizontal_white_rows_75,13,1
86,dark_bbox_width,13,1
86,dark_bbox_height,13,1
86,white_centroid_x,13,1
86,white_centroid_y,13,1
86,white_cov_xx,13,1
86,white_cov_yy,13,1
86,white_cov_xy,13,1
86,bottom4_dark_left,13,1
86,bottom4_dark_center,13,1
86,bottom4_dark_right,13,1
86,bottom_white_run_mean,13,1
86,bottom_white_run_max,13,1
86,bottom_white_run_std,13,1
86,bottom_edge_valid_percent,13,1
86,bottom_edge_slope,13,1
86,bottom_edge_residual,13,1
86,left_edge_valid_percent,13,1
86,left_edge_slope,13,1
86,left_edge_residual,13,1
86,right_edge_valid_percent,13,1
86,right_edge_slope,13,1
86,right_edge_residual,13,1
86,grid_dark_r1_c1,13,1
